0.000000000000000000e+00 8.820261729838320408e-02 9.923353947328493518e+00
1.000000000000000021e-02 2.700078604183612230e-01 1.034718919368750889e+01
2.000000000000000042e-02 5.489368992052870988e-01 1.086743215673222274e+01
2.999999999999999889e-02 8.620446599600730675e-01 1.124909438166532993e+01
4.000000000000000083e-02 1.093377899507498530e+00 1.172441022692168922e+01
5.000000000000000278e-02 1.201136106006179816e+00 1.212424555766157397e+01
5.999999999999999778e-02 1.547504420876279818e+00 1.255143699631798704e+01
7.000000000000000666e-02 1.742432139585115669e+00 1.299602164620189981e+01
8.000000000000000167e-02 1.994839057410322525e+00 1.348488089286992420e+01
8.999999999999999667e-02 2.270529925096918866e+00 1.392534657441840729e+01
1.000000000000000056e-01 2.507202178558044725e+00 1.432618564655464510e+01
1.100000000000000006e-01 2.822713675348149653e+00 1.468642359333705727e+01
1.199999999999999956e-01 3.038051886257350453e+00 1.519593398647929838e+01
1.300000000000000044e-01 3.256083750824642298e+00 1.562558495792924873e+01
1.400000000000000133e-01 3.522193161637272585e+00 1.603181018667169511e+01
1.499999999999999944e-01 3.766683716368714130e+00 1.641438450658233705e+01
1.600000000000000033e-01 4.074703953657881073e+00 1.690604620904386834e+01
1.700000000000000122e-01 4.239742086811712163e+00 1.731733186090156096e+01
1.799999999999999933e-01 4.515653385082545768e+00 1.756548580447999086e+01
1.900000000000000022e-01 4.707295213034915271e+00 1.817823893762271936e+01
2.000000000000000111e-01 4.872350509208297709e+00 1.847456690430130877e+01
2.099999999999999922e-01 5.282680929772018530e+00 1.902721981856617361e+01
2.200000000000000011e-01 5.543221809942976641e+00 1.940967582170758376e+01
2.300000000000000100e-01 5.712891748979679996e+00 1.989994772755850505e+01
2.399999999999999911e-01 6.113487731199382047e+00 2.025779678485296387e+01
2.500000000000000000e-01 6.177281716270063505e+00 2.064036183430267712e+01
2.600000000000000089e-01 6.502287925865074314e+00 2.109886256596855958e+01
2.700000000000000178e-01 6.740640807498711418e+00 2.158030826583661010e+01
2.800000000000000266e-01 7.076638960717925642e+00 2.194926798387522382e+01
2.899999999999999800e-01 7.323467938495015872e+00 2.236242659688074141e+01
2.999999999999999889e-01 7.507747371284847482e+00 2.282505873254199713e+01
3.099999999999999978e-01 7.768908125980110491e+00 2.321768672699029068e+01
3.200000000000000067e-01 7.955610712618495839e+00 2.362571009025935709e+01
3.300000000000000155e-01 8.150960176588807116e+00 2.411269716586340550e+01
3.400000000000000244e-01 8.482604392533696469e+00 2.454008756593841056e+01
3.500000000000000333e-01 8.757817448455202936e+00 2.491048587754411159e+01
3.599999999999999867e-01 9.061514534036387403e+00 2.528255931054563632e+01
3.699999999999999956e-01 9.310118992439221586e+00 2.578829051968815378e+01
3.800000000000000044e-01 9.480633659129605206e+00 2.618873864977091870e+01
3.900000000000000133e-01 9.734884862471236744e+00 2.658121523207297088e+01
4.000000000000000222e-01 9.947572351746648778e+00 2.689970424665148130e+01
4.100000000000000311e-01 1.017899910314105405e+01 2.738232937274639056e+01
4.199999999999999845e-01 1.041468649046875150e+01 2.775244987073816816e+01
4.299999999999999933e-01 1.084753876976159326e+01 2.819557056878770851e+01
4.400000000000000022e-01 1.097451739091242118e+01 2.862896172972248365e+01
4.500000000000000111e-01 1.122809628491944345e+01 2.903495455555439975e+01
4.600000000000000200e-01 1.143736023199750740e+01 2.941872553175062777e+01
4.700000000000000289e-01 1.178887451779159967e+01 2.991821967638030344e+01
4.799999999999999822e-01 1.191930510762210638e+01 3.018140312748494836e+01
4.899999999999999911e-01 1.223936298598930428e+01 3.071390656927522755e+01
5.000000000000000000e-01 1.245522667194031996e+01 3.099526093103123969e+01
5.100000000000000089e-01 1.276934512489296658e+01 3.151755270333935854e+01
5.200000000000000178e-01 1.297445974312156025e+01 3.186391528208121215e+01
5.300000000000000266e-01 1.319096839079388239e+01 3.236156338817424682e+01
5.400000000000000355e-01 1.349859088858307210e+01 3.273090852838022613e+01
5.500000000000000444e-01 1.377141659352652603e+01 3.314745892299540486e+01
5.600000000000000533e-01 1.400332586111916378e+01 3.349219733968594426e+01
5.700000000000000622e-01 1.426512359488699389e+01 3.391797050110662326e+01
5.799999999999999600e-01 1.446828389531595604e+01 3.436819757941926667e+01
5.899999999999999689e-01 1.473186294170064592e+01 3.479370290798640042e+01
5.999999999999999778e-01 1.496637697761120656e+01 3.531721692562135217e+01
6.099999999999999867e-01 1.523202234192297588e+01 3.558769273158055313e+01
6.199999999999999956e-01 1.545934268589778071e+01 3.603068939358605149e+01
6.300000000000000044e-01 1.566368586988342138e+01 3.630892852258435255e+01
6.400000000000000133e-01 1.600887130711269180e+01 3.672471832803532976e+01
6.500000000000000222e-01 1.622991095318959154e+01 3.717742588426383321e+01
6.600000000000000311e-01 1.641849008265170440e+01 3.753886694010454761e+01
6.700000000000000400e-01 1.677313911277629543e+01 3.807614598945202289e+01
6.800000000000000488e-01 1.695463508178084666e+01 3.838395279403189875e+01
6.900000000000000577e-01 1.725259726978981334e+01 3.887576052498279466e+01
7.000000000000000666e-01 1.753645452810888372e+01 3.928272825615963626e+01
7.099999999999999645e-01 1.775644914553787501e+01 3.961181582034174653e+01
7.199999999999999734e-01 1.805697003422717017e+01 4.003560452393016789e+01
7.299999999999999822e-01 1.818825870898232111e+01 4.040809726446496342e+01
7.399999999999999911e-01 1.852011708205888141e+01 4.083776179004195228e+01
7.500000000000000000e-01 1.871575949545299267e+01 4.123449473450548197e+01
7.600000000000000089e-01 1.895646014254091227e+01 4.160318286251406050e+01
7.700000000000000178e-01 1.922105751676178542e+01 4.203320154477403747e+01
7.800000000000000266e-01 1.948442237339363814e+01 4.249227556137647355e+01
7.900000000000000355e-01 1.975280826711149373e+01 4.283942926097086712e+01
8.000000000000000444e-01 1.994174250796083925e+01 4.321730613205958349e+01
8.100000000000000533e-01 2.029504132434771790e+01 4.360404232932192770e+01
8.200000000000000622e-01 2.052328312198653038e+01 4.394350789897355014e+01
8.300000000000000711e-01 2.067318781568614483e+01 4.433866441320043350e+01
